id      ,Type      ,Purpose  ,Completion ,Added on
8258916 ,Apartment ,For Sale ,Ready      ,29 November 2023
8187975 ,Apartment ,For Sale ,Ready      ,14 November 2023
8158219 ,Apartment ,For Sale ,Ready      ,8 November 2023
8220496 ,Apartment ,For Sale ,Ready      ,21 November 2023
8138121 ,Apartment ,For Sale ,Ready      ,3 November 2023
8117575 ,Apartment ,For Sale ,Ready      ,30 October 2023
8542890 ,Apartment ,For Sale ,Ready      ,1 February 2024
8149150 ,Apartment ,For Sale ,Ready      ,6 November 2023
8117223 ,Apartment ,For Sale ,Ready      ,30 October 2023
8117339 ,Apartment ,For Sale ,Ready      ,30 October 2023
8090861 ,Apartment ,For Sale ,Ready      ,24 October 2023
8138077 ,Apartment ,For Sale ,Ready      ,3 November 2023
8160565 ,Apartment ,For Sale ,Ready      ,8 November 2023
8086913 ,Apartment ,For Sale ,Ready      ,23 October 2023
8069013 ,Apartment ,For Sale ,Ready      ,18 October 2023
8160941 ,Apartment ,For Sale ,Ready      ,8 November 2023
8073184 ,Apartment ,For Sale ,Ready      ,19 October 2023
8326479 ,Apartment ,For Sale ,Ready      ,15 December 2023
8092838 ,Apartment ,For Sale ,Ready      ,24 October 2023
8083840 ,Apartment ,For Sale ,Ready      ,22 October 2023
8168910 ,Apartment ,For Sale ,Ready      ,9 November 2023
8027194 ,Apartment ,For Sale ,Ready      ,10 October 2023
8044550 ,Apartment ,For Sale ,Ready      ,13 October 2023
8004647 ,Apartment ,For Sale ,Ready      ,4 October 2023
7989862 ,Apartment ,For Sale ,Ready      ,30 September 2023
8046181 ,Apartment ,For Sale ,Ready      ,13 October 2023
8022439 ,Apartment ,For Sale ,Ready      ,9 October 2023
7960288 ,Apartment ,For Sale ,Ready      ,21 September 2023
7955368 ,Apartment ,For Sale ,Ready      ,20 September 2023
7983754 ,Apartment ,For Sale ,Ready      ,28 September 2023
8227049 ,Apartment ,For Sale ,Ready      ,22 November 2023
7983968 ,Apartment ,For Sale ,Ready      ,28 September 2023
7947596 ,Apartment ,For Sale ,Ready      ,19 September 2023
7923014 ,Apartment ,For Sale ,Ready      ,12 September 2023
8045258 ,Apartment ,For Sale ,Ready      ,13 October 2023
7930850 ,Apartment ,For Sale ,Ready      ,14 September 2023
7924667 ,Apartment ,For Sale ,Ready      ,12 September 2023
8057270 ,Apartment ,For Sale ,Ready      ,16 October 2023
8101732 ,Apartment ,For Sale ,Ready      ,26 October 2023
8040482 ,Apartment ,For Sale ,Ready      ,12 October 2023
8316788 ,Apartment ,For Sale ,Ready      ,13 December 2023
7891551 ,Apartment ,For Sale ,Ready      ,4 September 2023
8457521 ,Apartment ,For Sale ,Ready      ,16 January 2024
8422863 ,Apartment ,For Sale ,Ready      ,8 January 2024
8077523 ,Apartment ,For Sale ,Ready      ,20 October 2023
8424585 ,Apartment ,For Sale ,Ready      ,9 January 2024
8319872 ,Apartment ,For Sale ,Ready      ,14 December 2023
7620596 ,Apartment ,For Sale ,Ready      ,23 June 2023
7608548 ,Apartment ,For Sale ,Ready      ,20 June 2023
8320345 ,Apartment ,For Sale ,Ready      ,14 December 2023
7873329 ,Apartment ,For Sale ,Ready      ,30 August 2023
7823757 ,Apartment ,For Sale ,Ready      ,17 August 2023
7613429 ,Apartment ,For Sale ,Ready      ,21 June 2023
8499333 ,Apartment ,For Sale ,Ready      ,24 January 2024
8442894 ,Apartment ,For Sale ,Ready      ,12 January 2024
8469329 ,Apartment ,For Sale ,Ready      ,18 January 2024
8091808 ,Apartment ,For Sale ,Ready      ,24 October 2023
8283107 ,Apartment ,For Sale ,Ready      ,6 December 2023
7362553 ,Apartment ,For Sale ,Ready      ,13 November 2023
6994751 ,Apartment ,For Sale ,Ready      ,18 March 2023
8502909 ,Apartment ,For Sale ,Ready      ,25 January 2024
8220588 ,Apartment ,For Sale ,Ready      ,21 November 2023
6796526 ,Apartment ,For Sale ,Ready      ,7 November 2023
8378022 ,Apartment ,For Sale ,Ready      ,27 December 2023
6837175 ,Apartment ,For Sale ,Ready      ,7 February 2023
7438372 ,Apartment ,For Sale ,Ready      ,22 November 2023
5414517 ,Apartment ,For Sale ,Ready      ,8 February 2024
6002432 ,Apartment ,For Sale ,Ready      ,31 July 2023
6715414 ,Apartment ,For Sale ,Ready      ,7 August 2023
8570046 ,Apartment ,For Sale ,Ready      ,7 February 2024
8562486 ,Apartment ,For Sale ,Ready      ,6 February 2024
8556615 ,Apartment ,For Sale ,Ready      ,5 February 2024
7682010 ,Apartment ,For Sale ,Off-Plan   ,12 July 2023
8544832 ,Apartment ,For Sale ,Ready      ,2 February 2024
8547443 ,Apartment ,For Sale ,Ready      ,2 February 2024
8544833 ,Apartment ,For Sale ,Ready      ,2 February 2024
8544830 ,Apartment ,For Sale ,Ready      ,2 February 2024
8549439 ,Apartment ,For Sale ,Off-Plan   ,3 February 2024
8512695 ,Apartment ,For Sale ,Ready      ,26 January 2024
8537375 ,Apartment ,For Sale ,Off-Plan   ,31 January 2024
6065288 ,Apartment ,For Sale ,Ready      ,22 June 2022
8549493 ,Apartment ,For Sale ,Off-Plan   ,3 February 2024
8494394 ,Apartment ,For Sale ,Ready      ,23 January 2024
8537253 ,Apartment ,For Sale ,Ready      ,31 January 2024
8527583 ,Apartment ,For Sale ,Ready      ,29 January 2024
8485110 ,Apartment ,For Sale ,Ready      ,21 January 2024
8479295 ,Apartment ,For Sale ,Ready      ,20 January 2024
8454711 ,Apartment ,For Sale ,Ready      ,15 January 2024
8397890 ,Apartment ,For Sale ,Ready      ,3 January 2024
8435965 ,Apartment ,For Sale ,Off-Plan   ,11 January 2024
8376651 ,Apartment ,For Sale ,Ready      ,27 December 2023
8510517 ,Apartment ,For Sale ,Ready      ,26 January 2024
8541933 ,Apartment ,For Sale ,Ready      ,1 February 2024
8438891 ,Apartment ,For Sale ,Ready      ,11 January 2024
8389119 ,Apartment ,For Sale ,Ready      ,30 December 2023
8310749 ,Apartment ,For Sale ,Off-Plan   ,12 December 2023
8312671 ,Apartment ,For Sale ,Ready      ,12 December 2023
8337168 ,Apartment ,For Sale ,Ready      ,18 December 2023
8469398 ,Apartment ,For Sale ,Ready      ,18 January 2024
8316400 ,Apartment ,For Sale ,Off-Plan   ,13 December 2023
8286052 ,Apartment ,For Sale ,Ready      ,6 December 2023
8497336 ,Apartment ,For Sale ,Ready      ,24 January 2024
8386040 ,Apartment ,For Sale ,Ready      ,29 December 2023
8431695 ,Apartment ,For Sale ,Ready      ,10 January 2024
8246194 ,Apartment ,For Sale ,Ready      ,27 November 2023
8215081 ,Apartment ,For Sale ,Ready      ,20 November 2023
8396245 ,Apartment ,For Sale ,Off-Plan   ,2 January 2024
8374578 ,Apartment ,For Sale ,Ready      ,27 December 2023
8215079 ,Apartment ,For Sale ,Ready      ,20 November 2023
8253833 ,Apartment ,For Sale ,Ready      ,28 November 2023
8374579 ,Apartment ,For Sale ,Ready      ,27 December 2023
7962756 ,Apartment ,For Sale ,Ready      ,22 September 2023
8215085 ,Apartment ,For Sale ,Ready      ,20 November 2023
8357926 ,Apartment ,For Sale ,Off-Plan   ,22 December 2023
8144907 ,Apartment ,For Sale ,Ready      ,6 November 2023
8338484 ,Apartment ,For Sale ,Off-Plan   ,18 December 2023
8173607 ,Apartment ,For Sale ,Ready      ,10 November 2023
8028584 ,Apartment ,For Sale ,Ready      ,10 October 2023
8232433 ,Apartment ,For Sale ,Ready      ,23 November 2023
8215083 ,Apartment ,For Sale ,Ready      ,20 November 2023
7891219 ,Apartment ,For Sale ,Ready      ,4 September 2023
8467197 ,Apartment ,For Sale ,Ready      ,17 January 2024
8043904 ,Apartment ,For Sale ,Ready      ,13 October 2023
7682012 ,Apartment ,For Sale ,Off-Plan   ,12 July 2023
7681891 ,Apartment ,For Sale ,Off-Plan   ,12 July 2023
7673283 ,Apartment ,For Sale ,Off-Plan   ,10 July 2023
7681741 ,Apartment ,For Sale ,Off-Plan   ,12 July 2023
7640069 ,Apartment ,For Sale ,Off-Plan   ,23 January 2024
7584599 ,Apartment ,For Sale ,Off-Plan   ,20 December 2023
7813188 ,Apartment ,For Sale ,Ready      ,15 August 2023
6814106 ,Apartment ,For Sale ,Ready      ,4 August 2023
6660102 ,Apartment ,For Sale ,Ready      ,29 January 2024
8321466 ,Apartment ,For Sale ,Ready      ,14 December 2023
