
id,Type,Purpose,Completion,Added on,Rent_Frequency
6841707,Apartment,For Rent,,30 August 2023,Monthly
8608389,Apartment,For Rent,,15 February 2024,Monthly
6859977,Apartment,For Rent,,1 June 2023,Monthly
5900685,Apartment,For Rent,,10 November 2023,Monthly
7681719,Apartment,For Rent,,28 November 2023,Monthly
6096008,Apartment,For Rent,,15 February 2024,Monthly
8584281,Apartment,For Rent,,10 February 2024,Monthly
7497482,Apartment,For Rent,,24 May 2023,Monthly
5441391,Apartment,For Rent,,18 December 2023,Monthly
6949956,Apartment,For Rent,,12 December 2023,Monthly
5725616,Apartment,For Rent,,6 December 2023,Monthly
7902110,Apartment,For Rent,,18 January 2024,Monthly
7670600,Apartment,For Rent,,10 July 2023,Weekly
8100291,Apartment,For Rent,,26 October 2023,Weekly
5181776,Apartment,For Rent,,9 May 2023,Weekly
7523013,Apartment,For Rent,,8 January 2024,Weekly
8524610,Apartment,For Rent,,29 January 2024,Weekly
8238983,Apartment,For Rent,,24 November 2023,Weekly
8642704,Apartment,For Rent,,22 February 2024,Weekly
6941853,Apartment,For Rent,,13 October 2023,Weekly
8644349,Apartment,For Rent,,22 February 2024,Weekly
6846319,Apartment,For Rent,,22 June 2023,Weekly
8028831,Apartment,For Rent,,11 January 2024,Weekly
8631496,Apartment,For Rent,,20 February 2024,Weekly
8601031,Apartment,For Rent,,14 February 2024,Weekly
8319818,Apartment,For Rent,,14 December 2023,Weekly
8313540,Apartment,For Rent,,13 December 2023,Weekly
8314326,Apartment,For Rent,,13 December 2023,Weekly
8317064,Apartment,For Rent,,13 December 2023,Weekly
8314194,Apartment,For Rent,,13 December 2023,Weekly
8509782,Apartment,For Rent,,26 January 2024,Weekly
8475512,Apartment,For Rent,,1 February 2024,Weekly
8313946,Apartment,For Rent,,13 December 2023,Weekly
8313738,Apartment,For Rent,,13 December 2023,Weekly
7892230,Apartment,For Rent,,4 September 2023,Weekly
8166299,Apartment,For Rent,,9 November 2023,Weekly
8088343,Apartment,For Rent,,23 October 2023,Daily
6797917,Apartment,For Rent,,22 February 2024,Daily
6790009,Apartment,For Rent,,6 November 2023,Daily
8469792,Apartment,For Rent,,6 February 2024,Daily
7579559,Apartment,For Rent,,29 January 2024,Daily
8313131,Apartment,For Rent,,13 December 2023,Daily
8528171,Apartment,For Rent,,30 January 2024,Daily
6790220,Apartment,For Rent,,6 November 2023,Daily
8314537,Apartment,For Rent,,13 December 2023,Daily
8448042,Apartment,For Rent,,13 January 2024,Daily
7422543,Apartment,For Rent,,28 February 2024,Daily
4406265,Apartment,For Rent,,14 September 2022,Daily
6055234,Apartment,For Rent,,28 February 2024,Daily
8620224,Apartment,For Rent,,17 February 2024,Daily
6278332,Apartment,For Rent,,14 September 2023,Daily
4563167,Apartment,For Rent,,23 October 2023,Daily
8354613,Apartment,For Rent,,23 February 2024,Daily
7291234,Apartment,For Rent,,1 February 2024,Daily
7805963,Apartment,For Rent,,1 February 2024,Daily
7583499,Apartment,For Rent,,7 January 2024,Daily
7428144,Apartment,For Rent,,7 January 2024,Daily
8185419,Apartment,For Rent,,13 November 2023,Daily
8469197,Apartment,For Rent,,18 January 2024,Daily
8583064,Apartment,For Rent,,9 February 2024,Daily
8570382,Apartment,For Sale,Ready,7 February 2024,
8357641,Apartment,For Sale,Ready,22 December 2023,
8536701,Apartment,For Sale,Ready,31 January 2024,
8436105,Apartment,For Sale,Off-Plan,11 January 2024,
8360614,Apartment,For Sale,Ready,23 December 2023,
8360615,Apartment,For Sale,Ready,23 December 2023,
8305653,Apartment,For Sale,Ready,11 December 2023,
6832765,Apartment,For Sale,Ready,22 February 2024,
7970880,Apartment,For Sale,Ready,25 September 2023,
8166319,Apartment,For Sale,Ready,9 November 2023,
8503375,Apartment,For Sale,Ready,25 January 2024,
8609781,Apartment,For Sale,Ready,15 February 2024,
8612805,Apartment,For Sale,Ready,16 February 2024,
8628186,Apartment,For Sale,Ready,19 February 2024,
8609720,Apartment,For Sale,Ready,15 February 2024,
8605103,Apartment,For Sale,Off-Plan,14 February 2024,
8605104,Apartment,For Sale,Off-Plan,14 February 2024,
8284269,Apartment,For Sale,Ready,6 December 2023,
8466892,Apartment,For Sale,Ready,17 January 2024,
8296381,Apartment,For Sale,Ready,8 December 2023,
8600068,Apartment,For Sale,Ready,14 February 2024,
8508062,Apartment,For Sale,Ready,25 January 2024,
8616254,Apartment,For Sale,Ready,16 February 2024,
8498876,Apartment,For Sale,Ready,24 January 2024,
8504044,Apartment,For Sale,Ready,25 January 2024,
8511336,Apartment,For Sale,Ready,26 January 2024,
8522755,Apartment,For Sale,Ready,29 January 2024,
8525969,Apartment,For Sale,Ready,29 January 2024,
8473400,Apartment,For Sale,Ready,18 January 2024,
8603845,Apartment,For Sale,Ready,14 February 2024,
8580500,Apartment,For Sale,Ready,9 February 2024,
8590618,Apartment,For Sale,Ready,12 February 2024,
8378185,Apartment,For Sale,Ready,27 December 2023,
8383617,Apartment,For Sale,Ready,28 December 2023,
8508000,Apartment,For Sale,Ready,25 January 2024,
8535122,Apartment,For Sale,Ready,31 January 2024,
8125601,Apartment,For Sale,Ready,1 November 2023,
8491031,Apartment,For Sale,Off-Plan,23 January 2024,
8320003,Apartment,For Sale,Off-Plan,14 December 2023,
8328529,Apartment,For Sale,Ready,15 December 2023,
8594635,Apartment,For Sale,Ready,13 February 2024,
8580758,Apartment,For Sale,Ready,9 February 2024,
8595938,Apartment,For Sale,Ready,13 February 2024,
8160877,Apartment,For Sale,Ready,8 November 2023,
8569231,Apartment,For Sale,Ready,7 February 2024,
8570583,Apartment,For Sale,Ready,7 February 2024,
8344272,Apartment,For Sale,Ready,19 December 2023,
8569948,Apartment,For Sale,Ready,7 February 2024,
8503238,Apartment,For Sale,Ready,25 January 2024,
8478210,Apartment,For Sale,Ready,19 January 2024,
8292070,Apartment,For Sale,Ready,7 December 2023,
8491780,Apartment,For Sale,Ready,23 January 2024,
8513567,Apartment,For Sale,Ready,26 January 2024,
8344342,Apartment,For Sale,Ready,19 December 2023,
8344506,Apartment,For Sale,Ready,19 December 2023,
8533647,Apartment,For Sale,Ready,31 January 2024,
8006723,Apartment,For Sale,Off-Plan,4 October 2023,
8471520,Apartment,For Sale,Ready,18 January 2024,
8533863,Apartment,For Sale,Ready,31 January 2024,
8467538,Apartment,For Sale,Ready,17 January 2024,
8264917,Apartment,For Sale,Ready,30 November 2023,
7997869,Apartment,For Sale,Ready,3 October 2023,
7973106,Apartment,For Sale,Ready,26 September 2023,
8538497,Apartment,For Sale,Ready,1 February 2024,
8538537,Apartment,For Sale,Ready,1 February 2024,
8534368,Apartment,For Sale,Ready,31 January 2024,
8533649,Apartment,For Sale,Ready,31 January 2024,
8118386,Apartment,For Sale,Ready,30 October 2023,
8544382,Apartment,For Sale,Off-Plan,2 February 2024,
7685585,Apartment,For Sale,Ready,13 July 2023,
8370937,Apartment,For Sale,Ready,26 December 2023,
8146600,Apartment,For Sale,Ready,6 November 2023,
8158061,Apartment,For Sale,Ready,8 November 2023,
8279018,Apartment,For Sale,Ready,5 December 2023,
8013355,Apartment,For Sale,Off-Plan,6 October 2023,
8241181,Apartment,For Sale,Ready,25 November 2023,
8465952,Apartment,For Sale,Ready,17 January 2024,
8110034,Apartment,For Sale,Ready,28 October 2023,
8465546,Apartment,For Sale,Ready,17 January 2024,
8468750,Apartment,For Sale,Ready,18 January 2024,
8499774,Apartment,For Sale,Ready,24 January 2024,
8508209,Apartment,For Sale,Ready,25 January 2024,
8181224,Apartment,For Sale,Ready,13 November 2023,
8486367,Apartment,For Sale,Ready,22 January 2024,
8377156,Apartment,For Sale,Ready,27 December 2023,
8454831,Apartment,For Sale,Ready,15 January 2024,
8205691,Apartment,For Sale,Ready,17 November 2023,
8197533,Apartment,For Sale,Off-Plan,16 November 2023,
8463308,Apartment,For Sale,Ready,17 January 2024,
8009124,Apartment,For Sale,Ready,5 October 2023,
8430798,Apartment,For Sale,Ready,10 January 2024,
6976321,Apartment,For Sale,Ready,15 March 2023,
8465354,Apartment,For Sale,Ready,17 January 2024,
8429080,Apartment,For Sale,Ready,9 January 2024,
8473257,Apartment,For Sale,Ready,18 January 2024,
8006880,Apartment,For Sale,Off-Plan,4 October 2023,
8290256,Apartment,For Sale,Off-Plan,7 December 2023,
8227536,Apartment,For Sale,Ready,22 November 2023,
8465764,Apartment,For Sale,Off-Plan,17 January 2024,
8219045,Apartment,For Sale,Ready,21 November 2023,
8462802,Apartment,For Sale,Ready,17 January 2024,
8245363,Apartment,For Sale,Ready,27 November 2023,
8375627,Apartment,For Sale,Ready,27 December 2023,
8158081,Apartment,For Sale,Ready,8 November 2023,
8395553,Apartment,For Sale,Ready,2 January 2024,
7829719,Apartment,For Sale,Ready,19 August 2023,
8045618,Apartment,For Sale,Ready,13 October 2023,
8436696,Apartment,For Sale,Ready,11 January 2024,
7621409,Apartment,For Sale,Off-Plan,23 June 2023,
8439017,Apartment,For Sale,Ready,11 January 2024,
8160684,Apartment,For Sale,Ready,8 November 2023,
8431472,Apartment,For Sale,Ready,10 January 2024,
8147924,Apartment,For Sale,Ready,6 November 2023,
8425603,Apartment,For Sale,Ready,9 January 2024,
8322536,Apartment,For Sale,Ready,14 December 2023,
8109536,Apartment,For Sale,Ready,28 October 2023,
8425498,Apartment,For Sale,Ready,9 January 2024,
8665923,Apartment,For Sale,Ready,27 February 2024,
8661235,Apartment,For Sale,Ready,26 February 2024,
8650379,Apartment,For Sale,Ready,23 February 2024,
8650751,Apartment,For Sale,Ready,23 February 2024,
8639240,Apartment,For Sale,Ready,21 February 2024,
8635460,Apartment,For Sale,Ready,21 February 2024,
8633889,Apartment,For Sale,Ready,20 February 2024,
8617575,Apartment,For Sale,Ready,17 February 2024,
8604483,Apartment,For Sale,Ready,14 February 2024,
8615413,Apartment,For Sale,Ready,16 February 2024,
8610724,Apartment,For Sale,Ready,15 February 2024,
8598606,Apartment,For Sale,Ready,13 February 2024,
8558334,Apartment,For Sale,Ready,5 February 2024,
8555989,Apartment,For Sale,Ready,5 February 2024,
8550961,Apartment,For Sale,Ready,3 February 2024,
8574976,Apartment,For Sale,Ready,8 February 2024,
8570610,Apartment,For Sale,Ready,7 February 2024,
8671850,Apartment,For Sale,Ready,28 February 2024,
8555994,Apartment,For Sale,Ready,5 February 2024,
8519745,Apartment,For Sale,Ready,28 January 2024,
8579406,Apartment,For Sale,Ready,9 February 2024,
8510424,Apartment,For Sale,Ready,26 January 2024,
8637916,Apartment,For Sale,Ready,21 February 2024,
8487522,Apartment,For Sale,Ready,22 January 2024,
8474781,Apartment,For Sale,Ready,19 January 2024,
8502602,Apartment,For Sale,Ready,25 January 2024,
8426428,Apartment,For Sale,Ready,9 January 2024,
8468181,Apartment,For Sale,Ready,17 January 2024,
8449645,Apartment,For Sale,Ready,14 January 2024,
8466880,Apartment,For Sale,Ready,17 January 2024,
8449721,Apartment,For Sale,Ready,14 January 2024,
8434790,Apartment,For Sale,Ready,10 January 2024,
8443067,Apartment,For Sale,Ready,12 January 2024,
8583079,Apartment,For Sale,Ready,9 February 2024,
8410140,Apartment,For Sale,Ready,5 January 2024,
8555857,Apartment,For Sale,Ready,5 February 2024,
8401767,Apartment,For Sale,Ready,3 January 2024,
8431701,Apartment,For Sale,Ready,10 January 2024,
8433345,Apartment,For Sale,Ready,10 January 2024,
8388497,Apartment,For Sale,Ready,30 December 2023,
8320268,Apartment,For Sale,Ready,14 December 2023,
8320248,Apartment,For Sale,Ready,14 December 2023,
8324794,Apartment,For Sale,Ready,15 December 2023,
8344635,Apartment,For Sale,Ready,19 December 2023,
8341150,Apartment,For Sale,Ready,19 December 2023,
8309213,Apartment,For Sale,Ready,12 December 2023,
8296036,Apartment,For Sale,Ready,8 December 2023,
8287303,Apartment,For Sale,Ready,7 December 2023,
8320267,Apartment,For Sale,Ready,14 December 2023,
8255693,Apartment,For Sale,Ready,29 November 2023,
8604649,Apartment,For Sale,Ready,14 February 2024,
8405772,Apartment,For Sale,Ready,4 January 2024,
8188008,Apartment,For Sale,Ready,14 November 2023,
8195562,Apartment,For Sale,Ready,15 November 2023,
8160897,Apartment,For Sale,Ready,8 November 2023,
8118650,Apartment,For Sale,Ready,30 October 2023,
8065704,Apartment,For Sale,Ready,18 October 2023,
8631049,Apartment,For Sale,Ready,20 February 2024,
8157856,Apartment,For Sale,Ready,8 November 2023,
8004647,Apartment,For Sale,Ready,4 October 2023,
8046181,Apartment,For Sale,Ready,13 October 2023,
7978045,Apartment,For Sale,Ready,27 September 2023,
8625204,Apartment,For Sale,Ready,19 February 2024,
8604251,Apartment,For Sale,Ready,14 February 2024,
8614789,Apartment,For Sale,Ready,16 February 2024,
8616018,Apartment,For Sale,Ready,16 February 2024,
7775667,Apartment,For Sale,Ready,7 August 2023,
8604734,Apartment,For Sale,Ready,14 February 2024,
8579139,Apartment,For Sale,Ready,9 February 2024,
8477227,Apartment,For Sale,Ready,19 January 2024,
8468886,Apartment,For Sale,Ready,18 January 2024,
8475792,Apartment,For Sale,Ready,19 January 2024,
8422863,Apartment,For Sale,Ready,8 January 2024,
8533450,Apartment,For Sale,Ready,31 January 2024,
7367107,Apartment,For Sale,Ready,18 January 2024,
7366646,Apartment,For Sale,Ready,20 December 2023,
8446665,Apartment,For Sale,Ready,13 January 2024,
7582958,Apartment,For Sale,Ready,13 June 2023,
6994751,Apartment,For Sale,Ready,18 March 2023,
8369808,Apartment,For Sale,Ready,26 December 2023,
8465737,Apartment,For Sale,Ready,17 January 2024,
8469329,Apartment,For Sale,Ready,18 January 2024,
8511630,Apartment,For Sale,Ready,26 January 2024,
7917968,Apartment,For Sale,Ready,11 September 2023,
7487947,Apartment,For Sale,Ready,21 December 2023,
7739295,Apartment,For Sale,Ready,27 July 2023,
8673701,Apartment,For Sale,Ready,28 February 2024,
8667936,Apartment,For Sale,Ready,27 February 2024,
8628480,Apartment,For Sale,Ready,19 February 2024,
8574119,Apartment,For Sale,Ready,8 February 2024,
8590533,Apartment,For Sale,Ready,12 February 2024,
8672680,Apartment,For Sale,Ready,28 February 2024,
8543381,Apartment,For Sale,Ready,1 February 2024,
8453844,Apartment,For Sale,Off-Plan,15 January 2024,
8424358,Apartment,For Sale,Off-Plan,9 January 2024,
8537253,Apartment,For Sale,Ready,31 January 2024,
8398727,Apartment,For Sale,Off-Plan,3 January 2024,
8623534,Apartment,For Sale,Ready,19 February 2024,
8510822,Apartment,For Sale,Ready,26 January 2024,
8452521,Apartment,For Sale,Off-Plan,15 January 2024,
8286191,Apartment,For Sale,Ready,6 December 2023,
8281987,Apartment,For Sale,Off-Plan,6 December 2023,
8414147,Apartment,For Sale,Ready,6 January 2024,
8196104,Apartment,For Sale,Off-Plan,15 November 2023,
8028584,Apartment,For Sale,Ready,10 October 2023,
8652901,Apartment,For Sale,Ready,24 February 2024,
7918677,Apartment,For Sale,Ready,11 September 2023,
8661951,Apartment,For Sale,Ready,26 February 2024,
7677907,Apartment,For Sale,Off-Plan,11 July 2023,
8354797,Apartment,For Sale,Ready,21 December 2023,
8528801,Apartment,For Sale,Ready,30 January 2024,
8646335,Apartment,For Sale,Ready,22 February 2024,
7682148,Apartment,For Sale,Ready,12 July 2023,
6822547,Apartment,For Sale,Ready,3 February 2023,
6822544,Apartment,For Sale,Ready,3 February 2023,
6814106,Apartment,For Sale,Ready,4 August 2023,
6660102,Apartment,For Sale,Ready,29 January 2024,
6620600,Apartment,For Sale,Off-Plan,29 January 2024,
7395648,Apartment,For Sale,Ready,13 November 2023,
8557801,Apartment,For Sale,Ready,5 February 2024,
8405686,Apartment,For Sale,Ready,4 January 2024,
8561767,Apartment,For Sale,Ready,6 February 2024,
8607368,Apartment,For Sale,Off-Plan,15 February 2024,
8308645,Apartment,For Sale,Ready,12 December 2023,
8117905,Apartment,For Sale,Off-Plan,30 October 2023,
8652078,Apartment,For Sale,Off-Plan,24 February 2024,
8575764,Apartment,For Sale,Ready,8 February 2024,
7615906,Apartment,For Sale,Off-Plan,31 January 2024,
8361588,Apartment,For Sale,Ready,23 December 2023,
8620450,Apartment,For Sale,Off-Plan,17 February 2024,
8145043,Apartment,For Sale,Ready,6 November 2023,
8537375,Apartment,For Sale,Off-Plan,31 January 2024,
8608554,Apartment,For Sale,Ready,15 February 2024,
8235849,Apartment,For Sale,Ready,24 November 2023,
8582467,Apartment,For Sale,Ready,9 February 2024,
8564258,Apartment,For Sale,Ready,6 February 2024,
8108799,Apartment,For Sale,Ready,27 October 2023,
8083840,Apartment,For Sale,Ready,22 October 2023,
8569690,Apartment,For Sale,Ready,7 February 2024,
8422854,Apartment,For Sale,Ready,8 January 2024,
8602071,Apartment,For Sale,Off-Plan,14 February 2024,
6993515,Apartment,For Sale,Off-Plan,11 November 2023,
8571817,Apartment,For Sale,Ready,7 February 2024,
8534327,Apartment,For Sale,Ready,31 January 2024,
8512676,Apartment,For Sale,Off-Plan,26 January 2024,
8547677,Apartment,For Sale,Ready,2 February 2024,
8582016,Apartment,For Sale,Ready,9 February 2024,
8360001,Apartment,For Sale,Ready,22 December 2023,
8548874,Apartment,For Sale,Ready,3 February 2024,
8515747,Apartment,For Sale,Ready,27 January 2024,
8509563,Apartment,For Sale,Ready,26 January 2024,
8330123,Apartment,For Sale,Ready,16 December 2023,
7876031,Apartment,For Sale,Off-Plan,31 August 2023,
8025952,Apartment,For Sale,Off-Plan,9 October 2023,
8532461,Apartment,For Sale,Off-Plan,30 January 2024,
7879693,Apartment,For Sale,Off-Plan,1 September 2023,
7917368,Apartment,For Sale,Off-Plan,11 September 2023,
8537373,Apartment,For Sale,Off-Plan,31 January 2024,
8512051,Apartment,For Sale,Off-Plan,26 January 2024,
8433264,Apartment,For Sale,Ready,10 January 2024,
8512623,Apartment,For Sale,Off-Plan,26 January 2024,
8507372,Apartment,For Sale,Off-Plan,25 January 2024,
8320244,Apartment,For Sale,Ready,14 December 2023,
8349912,Apartment,For Sale,Ready,20 December 2023,
8196438,Apartment,For Sale,Off-Plan,15 November 2023,
8468945,Apartment,For Sale,Off-Plan,18 January 2024,
5767131,Apartment,For Sale,Ready,8 August 2023,
8440015,Apartment,For Sale,Ready,11 January 2024,
8029846,Apartment,For Sale,Off-Plan,10 October 2023,
8400704,Apartment,For Sale,Ready,3 January 2024,
8425892,Apartment,For Sale,Ready,9 January 2024,
6134587,Apartment,For Sale,Ready,15 January 2024,
8456099,Apartment,For Sale,Off-Plan,15 January 2024,
8407917,Apartment,For Sale,Ready,4 January 2024,
8422986,Apartment,For Sale,Ready,8 January 2024,
8198835,Apartment,For Sale,Off-Plan,16 November 2023,
8198836,Apartment,For Sale,Off-Plan,16 November 2023,
6651560,Apartment,For Sale,Off-Plan,31 January 2024,
6651559,Apartment,For Sale,Off-Plan,31 January 2024,
6651484,Apartment,For Sale,Off-Plan,31 January 2024,
7894440,Apartment,For Sale,Off-Plan,5 September 2023,
7758770,Apartment,For Sale,Off-Plan,31 January 2024,
7638018,Apartment,For Sale,Off-Plan,2 January 2024,
6236491,Apartment,For Sale,Off-Plan,31 January 2024,
8666132,Apartment,For Sale,Ready,27 February 2024,
8640437,Apartment,For Sale,Ready,21 February 2024,
8645310,Apartment,For Sale,Ready,22 February 2024,
8645448,Apartment,For Sale,Ready,22 February 2024,
8624719,Apartment,For Sale,Ready,19 February 2024,
8633145,Apartment,For Sale,Ready,20 February 2024,
8627973,Apartment,For Sale,Ready,19 February 2024,
7984966,Apartment,For Sale,Ready,28 September 2023,
8612906,Apartment,For Sale,Ready,16 February 2024,
8610006,Apartment,For Sale,Ready,15 February 2024,
8608400,Apartment,For Sale,Ready,15 February 2024,
8590831,Apartment,For Sale,Ready,12 February 2024,
8608567,Apartment,For Sale,Ready,15 February 2024,
8615308,Apartment,For Sale,Ready,16 February 2024,
8602513,Apartment,For Sale,Ready,14 February 2024,
8619199,Apartment,For Sale,Ready,17 February 2024,
8648049,Apartment,For Sale,Ready,23 February 2024,
8564494,Apartment,For Sale,Ready,6 February 2024,
8572743,Apartment,For Sale,Ready,8 February 2024,
8460559,Apartment,For Sale,Ready,16 January 2024,
8572337,Apartment,For Sale,Ready,8 February 2024,
8606978,Apartment,For Sale,Ready,15 February 2024,
8581645,Apartment,For Sale,Ready,9 February 2024,
8574818,Apartment,For Sale,Ready,8 February 2024,
8564539,Apartment,For Sale,Ready,6 February 2024,
8626799,Apartment,For Sale,Ready,19 February 2024,
8572899,Apartment,For Sale,Ready,8 February 2024,
8602196,Apartment,For Sale,Ready,14 February 2024,
8604580,Apartment,For Sale,Ready,14 February 2024,
8561193,Apartment,For Sale,Ready,6 February 2024,
8595420,Apartment,For Sale,Ready,13 February 2024,
8600452,Apartment,For Sale,Ready,14 February 2024,
8544389,Apartment,For Sale,Ready,2 February 2024,
8543017,Apartment,For Sale,Ready,1 February 2024,
8544564,Apartment,For Sale,Ready,2 February 2024,
8065317,Apartment,For Sale,Ready,18 October 2023,
8597713,Apartment,For Sale,Ready,13 February 2024,
8284377,Apartment,For Sale,Ready,6 December 2023,
8503103,Apartment,For Sale,Ready,25 January 2024,
8531213,Apartment,For Sale,Ready,30 January 2024,
8503726,Apartment,For Sale,Ready,25 January 2024,
8507273,Apartment,For Sale,Ready,25 January 2024,
8502796,Apartment,For Sale,Ready,25 January 2024,
8500543,Apartment,For Sale,Ready,24 January 2024,
8227049,Apartment,For Sale,Ready,22 November 2023,
8485340,Apartment,For Sale,Ready,22 January 2024,
8452514,Apartment,For Sale,Ready,15 January 2024,
8613028,Apartment,For Sale,Ready,16 February 2024,
8419968,Apartment,For Sale,Ready,8 January 2024,
8464054,Apartment,For Sale,Ready,17 January 2024,
8442420,Apartment,For Sale,Ready,12 January 2024,
8435482,Apartment,For Sale,Ready,11 January 2024,
8370630,Apartment,For Sale,Ready,26 December 2023,
8384365,Apartment,For Sale,Ready,29 December 2023,
8378054,Apartment,For Sale,Ready,27 December 2023,
8533955,Apartment,For Sale,Ready,31 January 2024,
8394801,Apartment,For Sale,Ready,2 January 2024,
8349916,Apartment,For Sale,Ready,20 December 2023,
8354192,Apartment,For Sale,Ready,21 December 2023,
8613732,Apartment,For Sale,Ready,16 February 2024,
8351929,Apartment,For Sale,Ready,21 December 2023,
8328310,Apartment,For Sale,Ready,15 December 2023,
8320211,Apartment,For Sale,Ready,14 December 2023,
8320265,Apartment,For Sale,Ready,14 December 2023,
8324172,Apartment,For Sale,Ready,14 December 2023,
8290005,Apartment,For Sale,Ready,7 December 2023,
8289428,Apartment,For Sale,Ready,7 December 2023,
8427313,Apartment,For Sale,Ready,9 January 2024,
8288264,Apartment,For Sale,Ready,7 December 2023,
8250569,Apartment,For Sale,Ready,28 November 2023,
8637204,Apartment,For Sale,Ready,21 February 2024,
8312655,Apartment,For Sale,Ready,12 December 2023,
8253923,Apartment,For Sale,Ready,28 November 2023,
8228111,Apartment,For Sale,Ready,22 November 2023,
8612589,Apartment,For Sale,Ready,16 February 2024,
8386040,Apartment,For Sale,Ready,29 December 2023,
8258916,Apartment,For Sale,Ready,29 November 2023,
8238589,Apartment,For Sale,Ready,24 November 2023,
8231383,Apartment,For Sale,Ready,23 November 2023,
8608308,Apartment,For Sale,Ready,15 February 2024,
8247284,Apartment,For Sale,Ready,27 November 2023,
8189042,Apartment,For Sale,Ready,14 November 2023,
8502421,Apartment,For Sale,Ready,25 January 2024,
8117575,Apartment,For Sale,Ready,30 October 2023,
8187975,Apartment,For Sale,Ready,14 November 2023,
8097149,Apartment,For Sale,Ready,25 October 2023,
8069473,Apartment,For Sale,Ready,18 October 2023,
8086913,Apartment,For Sale,Ready,23 October 2023,
8069013,Apartment,For Sale,Ready,18 October 2023,
8138077,Apartment,For Sale,Ready,3 November 2023,
8160565,Apartment,For Sale,Ready,8 November 2023,
8036209,Apartment,For Sale,Ready,11 October 2023,
7989862,Apartment,For Sale,Ready,30 September 2023,
8613107,Apartment,For Sale,Ready,16 February 2024,
8022439,Apartment,For Sale,Ready,9 October 2023,
7960288,Apartment,For Sale,Ready,21 September 2023,
8612591,Apartment,For Sale,Ready,16 February 2024,
7983754,Apartment,For Sale,Ready,28 September 2023,
8040172,Apartment,For Sale,Ready,12 October 2023,
8037480,Apartment,For Sale,Ready,12 October 2023,
7979595,Apartment,For Sale,Ready,27 September 2023,
7909943,Apartment,For Sale,Ready,8 September 2023,
7889983,Apartment,For Sale,Ready,4 September 2023,
7850513,Apartment,For Sale,Ready,24 August 2023,
7891551,Apartment,For Sale,Ready,4 September 2023,
7724935,Apartment,For Sale,Ready,24 July 2023,
8077523,Apartment,For Sale,Ready,20 October 2023,
7537877,Apartment,For Sale,Ready,31 January 2024,
7634915,Apartment,For Sale,Ready,25 June 2023,
8319872,Apartment,For Sale,Ready,14 December 2023,
7508109,Apartment,For Sale,Ready,28 December 2023,
8320345,Apartment,For Sale,Ready,14 December 2023,
7364194,Apartment,For Sale,Ready,24 November 2023,
7433227,Apartment,For Sale,Ready,8 May 2023,
7955364,Apartment,For Sale,Ready,20 September 2023,
8583871,Apartment,For Sale,Ready,10 February 2024,
8441658,Apartment,For Sale,Ready,12 January 2024,
8121213,Apartment,For Sale,Ready,31 October 2023,
6709761,Apartment,For Sale,Ready,14 February 2024,
8220588,Apartment,For Sale,Ready,21 November 2023,
8121212,Apartment,For Sale,Ready,31 October 2023,
8320346,Apartment,For Sale,Ready,14 December 2023,
8087260,Apartment,For Sale,Ready,23 October 2023,
6837175,Apartment,For Sale,Ready,7 February 2023,
7881066,Apartment,For Sale,Ready,1 September 2023,
6715414,Apartment,For Sale,Ready,21 February 2024,
8674439,Apartment,For Sale,Ready,28 February 2024,
8660646,Apartment,For Sale,Ready,26 February 2024,
8667442,Apartment,For Sale,Ready,27 February 2024,
8644836,Apartment,For Sale,Ready,22 February 2024,
8632117,Apartment,For Sale,Ready,20 February 2024,
6937417,Apartment,For Sale,Ready,8 September 2023,
8632226,Apartment,For Sale,Ready,20 February 2024,
8613004,Apartment,For Sale,Ready,16 February 2024,
8607635,Apartment,For Sale,Ready,15 February 2024,
8614834,Apartment,For Sale,Off-Plan,16 February 2024,
8639251,Apartment,For Sale,Ready,21 February 2024,
8566078,Apartment,For Sale,Ready,7 February 2024,
8527043,Apartment,For Sale,Ready,29 January 2024,
8617268,Apartment,For Sale,Off-Plan,17 February 2024,
8499703,Apartment,For Sale,Ready,24 January 2024,
8500822,Apartment,For Sale,Ready,24 January 2024,
8460753,Apartment,For Sale,Off-Plan,16 January 2024,
8559590,Apartment,For Sale,Off-Plan,5 February 2024,
8422083,Apartment,For Sale,Off-Plan,8 January 2024,
8564227,Apartment,For Sale,Off-Plan,6 February 2024,
8389119,Apartment,For Sale,Ready,30 December 2023,
8494196,Apartment,For Sale,Ready,23 January 2024,
8460023,Apartment,For Sale,Off-Plan,16 January 2024,
8215081,Apartment,For Sale,Ready,20 November 2023,
8215079,Apartment,For Sale,Ready,20 November 2023,
8148276,Apartment,For Sale,Ready,6 November 2023,
8109768,Apartment,For Sale,Ready,28 October 2023,
8253833,Apartment,For Sale,Ready,28 November 2023,
8215085,Apartment,For Sale,Ready,20 November 2023,
